,year,term,country,c_all,c_within_3days,c_4to6days,c_7to13days,c_14to20days,c_21to27days,c_28to90days,c_91days_to_1year,c_male_all,c_male10s,c_male20s,c_male30s,c_male40s,c_male50s,c_male60s,c_male_over70,c_female_all,c_female10s,c_female20s,c_female30s,c_female40s,c_female50s,c_female60s,c_female_over70,c_japan_first,c_japan_second,c_japan_third,c_japan_fourth,c_japan_fifth,c_japan_sixth_to_ninth,c_japan_10_to_19,c_japan_over20,c_japan_zenkai_hajimete,c_japan_zenkai_ari,c_japan_zenkai_1year,c_japan_zenkai_3year,c_japan_zenkai_5year,c_japan_zenkai_10year,c_japan_zenkai_over10year,c_japan_pastyear_0,c_japan_pastyear_1,c_japan_pastyear_2,c_japan_pastyear_3to5,c_japan_pastyear_6to9,c_japan_pastyear_over10,c_single,c_partner,c_family,c_colleague,c_friend,c_doukou_other,c_hotel,c_ryokan,c_condo,c_ryo,c_friend_house,c_hostel,c_capsule,c_yuryo,c_stay_other,c_no_stay,c_tour,c_package,c_own,c_store,c_web,c_phone,c_income_500,c_income_1000,c_income_2000,c_income_3000,c_income_over3000,c_income_unknown,c_fsa,c_lcc,c_ship,a_all,a_within_3days,a_4to6days,a_7to13days,a_14to20days,a_21to27days,a_28to90days,a_91days_to_1year,a_male_all,a_male10s,a_male20s,a_male30s,a_male40s,a_male50s,a_male60s,a_male_over70,a_female_all,a_female10s,a_female20s,a_female30s,a_female40s,a_female50s,a_female60s,a_female_over70,a_japan_first,a_japan_second,a_japan_third,a_japan_fourth,a_japan_fifth,a_japan_sixth_to_ninth,a_japan_10_to_19,a_japan_over20,a_japan_zenkai_hajimete,a_japan_zenkai_ari,a_japan_zenkai_1year,a_japan_zenkai_3year,a_japan_zenkai_5year,a_japan_zenkai_10year,a_japan_zenkai_over10year,a_japan_pastyear_0,a_japan_pastyear_1,a_japan_pastyear_2,a_japan_pastyear_3to5,a_japan_pastyear_6to9,a_japan_pastyear_over10,a_single,a_partner,a_family,a_colleague,a_friend,a_doukou_other,a_hotel,a_ryokan,a_condo,a_ryo,a_friend_house,a_hostel,a_capsule,a_yuryo,a_stay_other,a_no_stay,a_tour,a_package,a_own,a_store,a_web,a_phone,a_income_500,a_income_1000,a_income_2000,a_income_3000,a_income_over3000,a_income_unknown,a_fsa,a_lcc,a_ship
93,2019,1,Vietnam,89143.6372,69176.8748,54118.7088,146553.5971,187746.9604,230579.626,126764.0497,,81283.0322,99018.4789,84723.6686,93047.476,36216.101,29861.9954,,,93608.707,103548.7806,96991.2956,96670.4941,89302.6782,93897.2686,17541.0931,,75718.6157,157496.0016,131929.7673,101473.3333,80229.7863,164766.5656,77549.6137,367800.0,75718.6157,143304.0807,156506.0206,122971.0736,172213.2895,,,81497.2148,179054.4839,74260.0,143414.6628,,,113982.1815,121009.8849,86326.8437,60801.7906,71636.6786,73717.7467,84671.8093,94251.9999,425000.0,88903.3685,130755.5072,117990.6619,213115.6599,95144.5264,215156.6163,,42231.3837,235161.2756,129188.3227,64990.2358,124553.2165,105886.6851,91217.1213,18000.0,392460.808,,,86940.4772,79048.3493,117491.7199,,143,4,91,26,14,1,7,0,51,4,17,22,5,3,0,0,92,3,38,31,7,10,3,0,113,13,7,3,2,3,1,1,113,30,15,13,2,0,0,128,8,1,6,0,0,33,11,48,14,36,1,116,27,1,2,15,8,4,6,4,0,73,8,62,81,55,7,11,1,1,0,0,130,110,33,0
94,2019,1,India,167562.9385,76901.2096,96334.2045,151259.6797,188121.7767,,216657.15,827264.4047,120064.4056,,134317.1079,,120458.1141,116000.0,82916.3604,,273677.0376,42000.0,399421.4682,234787.7705,,,,,134132.1129,,463489.7023,222641.1494,,,60598.2906,,134132.1129,242197.786,262381.6915,,99715.0,,,132319.9566,,258673.612,284849.79,,,151975.2092,266383.6243,169837.9625,104668.409,,,144768.729,238875.541,238875.541,827264.4047,167168.6309,,,,827264.4047,,,107145.1135,172586.9595,210689.3226,120990.9856,157560.3603,120647.5473,110000.0,,,,182132.3577,167562.9385,,,23,4,6,4,5,0,3,1,17,0,8,0,5,1,3,0,6,1,3,2,0,0,0,0,16,0,2,3,0,0,2,0,16,7,6,0,1,0,0,17,0,5,1,0,0,12,4,4,3,0,0,20,1,1,1,5,0,0,0,1,0,0,2,21,11,11,1,5,1,0,0,0,17,23,0,0
95,2019,1,UK,168079.3678,27188.8456,88291.0529,156652.0761,231087.5652,377763.689,194338.2679,,175405.6184,133000.0,166295.6334,212011.7658,227814.4792,121470.8509,142009.2195,70051.02,146502.4899,,154175.3875,110464.0304,240379.3169,71021.2496,,,162960.9311,191608.2507,144003.6225,95795.2903,,18114.18,255517.075,,162960.9311,176955.5458,152277.1375,200845.0496,,112182.2156,215162.2764,171205.2975,149850.9841,175242.996,,,,153797.7145,198173.6823,143875.9184,,183409.7446,44909.672,184898.5678,168901.0258,,,147201.5325,162028.4681,187069.5452,168514.7114,141376.8031,,20109.852,75281.3649,181817.8493,154205.2154,170509.2964,,164919.9748,117107.9317,200125.722,112182.2156,,171117.863,179121.1636,83315.5163,,74,2,14,31,23,1,3,0,56,1,18,17,7,8,2,3,18,0,6,5,4,3,0,0,45,16,4,4,0,1,4,0,45,29,13,11,0,1,4,61,12,1,0,0,0,38,23,5,0,7,1,57,14,0,0,5,11,4,8,3,0,1,7,66,11,63,0,5,4,4,1,0,60,64,10,0
96,2019,1,Germany,192486.7697,42045.578,86268.6278,192686.8204,222519.0897,240032.7162,464788.3369,397000.0,205815.5947,166629.9048,188621.1103,230004.5714,288266.9846,166658.0406,131831.6693,,162447.8883,,169796.7548,163437.8744,105891.7855,263840.5996,23254.3082,,189798.5531,227536.2673,230383.1503,99026.1428,93658.5585,234842.6375,180500.0,82903.3788,189798.5531,197748.1958,155653.4818,222932.0277,225451.26,602455.867,,200326.7331,158149.7068,165294.5615,100348.306,,,234207.6169,166916.6461,124262.1377,46593.79,185540.3043,267535.4952,209789.8123,224766.9079,,,142635.6911,158023.8544,200183.2209,259630.475,278483.6992,,0.0,97079.31,197880.9225,178784.6695,199970.0098,72635.3701,250321.2751,211003.9624,140419.0644,,87110.0,187834.015,190232.5733,255508.0225,,112,9,14,36,44,4,4,1,78,2,31,28,6,8,3,0,34,0,23,5,2,2,2,0,74,14,7,4,3,7,1,2,74,38,20,16,1,1,0,92,12,6,2,0,0,43,25,13,1,29,1,90,24,0,0,13,14,5,9,4,0,1,4,107,15,93,4,10,10,5,0,1,86,108,4,0
97,2019,1,France,210782.8859,93165.2817,118534.1834,157832.6379,261681.6088,278089.2619,332289.8057,,229332.1121,138311.5533,195239.9916,261286.2832,219598.0125,330022.8051,116481.4558,,165730.1877,278933.3089,137736.1576,145878.9495,199917.2534,210170.6746,189594.0233,,183572.5883,183761.8334,183649.2836,281172.139,,160195.8989,525710.4618,631685.514,183572.5883,250407.8063,288123.0999,208826.3023,247996.386,281910.0,,192450.4546,227630.853,394136.3653,62666.6667,,,183876.3282,225524.4141,195807.6295,114604.3905,324405.2095,,233962.3471,301349.7493,,,124131.9702,188367.5424,91558.038,332092.5718,,,,,210782.8859,193928.0064,215171.672,160342.651,163582.1146,264485.0711,371994.579,,,207142.8015,218991.3282,100801.6676,,58,2,5,23,17,5,6,0,41,3,14,11,4,7,2,0,17,1,8,3,3,1,1,0,34,6,6,5,0,4,2,1,34,24,11,11,1,1,0,47,5,5,1,0,0,27,13,10,1,7,0,37,17,0,0,8,15,1,8,0,0,0,0,58,7,49,2,3,3,1,0,0,51,54,4,0
98,2019,1,Italy,195566.9552,12347.0816,130994.7027,148219.3553,204369.8795,527313.5849,407315.2764,170300.0,219778.4704,,164121.0053,379292.3752,123602.3525,,,,154387.8761,,108912.8214,305246.5811,147970.0576,110870.8766,,,219973.7037,131736.0094,119561.2879,86297.7323,,156955.9026,,198000.0,219973.7037,139567.3033,174968.3323,160644.0238,111994.2957,,12347.0816,197330.2676,162501.5252,198000.0,,,,256908.0873,153710.7167,138892.2401,,211891.7491,,214009.1584,289300.3321,,,137835.1369,118862.9143,176765.4158,207260.0234,270397.0074,,91934.0138,149850.0,198643.0629,137333.1023,212036.3496,,160400.5495,230790.845,251482.7929,,,194983.2921,195566.9552,,,36,1,4,16,10,3,1,1,22,0,8,7,7,0,0,0,14,0,6,3,3,2,0,0,25,3,2,1,0,4,0,1,25,11,3,5,2,0,1,33,2,1,0,0,0,9,12,5,0,10,0,30,7,0,0,3,1,5,4,4,0,1,1,34,8,28,0,4,1,2,0,0,29,36,0,0
99,2019,1,Spain,170036.4663,70766.6455,124028.2752,149750.6915,208438.2988,327180.1719,229365.3444,,168624.442,134847.3212,190082.9498,156139.5826,182854.9027,131114.8947,232966.302,,173779.2897,,167807.4314,74500.0,77810.9048,454660.041,,,170968.4631,131957.084,252673.7623,,,220024.3518,56362.815,121625.35,170968.4631,167601.4332,194697.8216,147444.0518,137569.0713,,,166371.0225,212260.735,121625.35,,,,163816.1799,189174.3178,173739.7482,,166843.6504,,167112.2893,193664.2805,86500.0,,162588.0313,153896.6833,201653.627,202746.5803,,,11898.8165,34311.1166,182328.8364,132657.7415,177732.209,70766.6455,226067.748,280887.4185,,,401505.665,149484.555,169630.0761,206250.0,,48,1,5,25,13,2,2,0,34,2,8,12,8,3,1,0,14,0,10,1,2,1,0,0,35,6,3,0,0,2,1,1,35,13,6,4,3,0,0,42,5,1,0,0,0,14,6,11,0,17,0,36,10,1,0,5,3,1,9,0,0,1,3,44,5,42,1,2,4,0,0,1,41,47,1,0
100,2019,1,Russia,129961.875,83550.089,108298.9124,134439.8044,244799.8317,,126666.6667,,103548.8719,,139461.9525,97827.2564,70689.0018,88182.7864,196201.1621,16536.27,153641.5137,51700.0,171627.8875,121037.5772,240690.3427,85981.859,,,106854.4353,162749.7996,95126.0448,298666.6667,61913.456,106599.124,53174.7267,198624.6798,106854.4353,155378.3309,167702.7305,101487.3727,61913.456,,,105311.4301,182387.9312,146726.0225,188411.5944,,121827.759,118543.8562,130246.789,148148.3976,,116171.7193,146149.8575,132635.4691,245919.5973,30000.0,,170983.7672,94106.5825,70400.0,233584.6292,69402.3243,41000.0,16536.27,206954.6,130787.5109,76795.0594,136896.1805,,112161.7022,65201.1621,,38662.868,,138598.3968,129961.875,,,52,7,14,24,4,0,3,0,26,0,4,6,6,7,2,1,26,1,8,9,5,3,0,0,25,7,5,2,1,3,3,6,25,27,22,4,1,0,0,30,10,4,4,0,4,18,7,18,0,8,1,40,7,1,0,5,4,2,4,1,2,1,1,50,7,45,0,9,2,0,1,0,40,52,0,0
101,2019,1,USA,167050.1346,31135.3622,99122.2379,189162.8977,254250.1591,238880.4992,336380.0735,1448167.58,180059.2145,115799.7902,179202.524,178715.6506,225115.8748,221712.6443,90816.7832,51493.4168,145546.1205,100275.049,139063.6695,190406.4746,157545.1315,189047.3653,102599.9934,52021.1435,157024.387,204707.4012,177553.8548,142863.7231,126411.7176,242009.4817,153578.9615,158701.3256,157024.387,184248.9159,175901.404,174940.4624,266764.4616,231515.909,149556.5697,165430.1105,206203.5984,127429.0826,95886.5268,694523.34,152663.3533,169455.2903,150600.6359,151597.3668,125824.6447,195561.3234,183581.2362,183860.9721,219532.4677,240216.5087,106694.2492,141806.57,164019.0414,179759.8501,210380.3465,84074.6674,,57003.0084,68709.1979,179904.6827,108313.7277,178334.096,137249.221,155417.2383,153173.4124,199935.8754,140553.3433,398358.2049,161120.6496,167734.0313,156510.207,,612,72,135,281,92,18,13,1,383,5,144,118,50,35,22,9,229,6,86,42,28,26,25,16,384,105,40,25,16,14,14,14,384,228,97,68,18,19,26,515,57,24,14,1,1,205,163,102,2,135,5,448,95,7,5,45,72,16,95,34,0,46,20,546,86,504,22,17,42,55,12,9,477,574,38,0
102,2019,1,Canada,161828.2886,33750.0356,90850.8558,158060.0505,220349.9318,316646.8423,457848.1093,,169630.2648,44725.07,179189.3898,204157.3661,120864.2255,182216.037,151342.5386,57815.0295,150289.5653,133250.0,120154.14,217031.6048,384967.4607,103065.5644,141088.3225,71607.5655,157091.6863,186232.8716,132538.2989,137677.966,229079.193,117664.794,212602.5924,112843.2014,157091.6863,171689.8967,200879.4436,180160.0309,50546.4374,115292.0363,194363.2608,155496.3976,169669.687,245966.3211,201507.8513,42500.0,,191912.9393,119175.4888,164798.5878,,196686.2172,147106.28,170022.1895,163960.4386,204321.24,,197766.4317,196935.3218,139373.8564,227832.8433,114658.7736,22767.8365,24523.6873,66964.6687,178102.4318,108429.195,173811.2981,256845.8979,121303.0906,174792.7089,247476.0986,277380.0,318331.352,153113.2057,161626.4057,163989.1291,,130,12,30,50,28,7,3,0,78,1,26,21,9,10,7,4,52,1,16,14,2,9,5,5,85,17,5,5,4,4,8,2,85,45,20,13,6,2,4,110,9,8,2,1,0,38,45,22,0,24,1,92,23,1,0,4,20,10,20,13,3,6,10,114,27,100,3,8,12,10,1,1,98,117,13,0
103,2019,1,Australia,240387.5709,59611.3428,84625.0249,195898.5673,253003.3564,358773.381,471143.8798,,250003.3374,169266.3302,275283.4344,284200.973,187189.8989,273951.5407,120014.8714,404316.674,228649.9578,274751.1777,250497.3501,241551.3908,179093.9546,172665.7157,294654.4342,91000.0,239291.8615,250130.3288,197633.6698,255956.2362,240260.3713,314182.2348,250200.1162,118066.3607,239291.8615,241892.3537,221023.7605,264164.0215,222602.6354,272551.8928,230560.4321,243113.7588,222792.6115,155618.6315,285603.591,245000.0,,230347.2822,282196.9903,201521.5112,,297909.2441,174100.0,243288.6456,295063.1153,261409.17,273644.232,248956.5842,264093.866,374348.5516,265581.6569,214229.4932,,335874.8426,100830.2752,246390.924,223538.4773,246919.9255,245086.7219,320719.4275,258961.3871,274747.9312,669956.568,299821.2217,227241.6332,245789.5816,176604.404,,234,3,13,96,87,28,7,0,133,10,43,32,19,21,7,1,101,8,46,12,22,9,3,1,132,51,11,18,8,4,5,5,132,102,31,36,16,9,10,203,24,4,2,1,0,42,51,99,0,41,1,204,62,5,1,6,32,5,44,7,0,7,13,214,66,165,3,6,15,22,1,5,185,214,20,0
104,2019,1,Other,196215.2037,34721.6571,79175.1838,151453.9248,269835.625,279459.321,315661.8501,,205982.7669,158013.7345,212285.3018,214688.3667,203211.9586,173421.5342,119567.9435,,176150.9117,152483.8599,165134.0616,261819.0664,95313.8106,86494.8466,85311.996,,185886.1297,226983.0708,223418.4294,223311.0031,142968.4648,251745.545,263844.0057,95507.8522,185886.1297,220525.4745,184149.3148,286026.0743,246540.1148,82620.9,6614.508,198242.5317,173832.4455,230494.8225,114284.1133,194700.0,358863.8,234424.5998,193156.7929,170520.8227,,164187.8672,651529.038,207858.6986,349599.5476,,30000.0,225271.7925,206390.7108,214262.2135,239834.1825,320591.6827,,24966.6667,70722.6456,202463.4975,144253.2558,201842.989,129482.6655,208810.6112,207059.2841,200615.0046,,,194157.0484,200188.753,143488.7625,,167,6,24,60,37,23,17,0,113,2,49,36,15,9,2,0,54,4,28,13,3,4,2,0,114,23,8,5,3,5,5,4,114,53,27,17,7,1,1,140,18,4,3,1,1,55,37,33,0,41,1,130,19,0,1,27,22,5,24,4,0,1,6,160,15,150,2,13,6,8,0,0,140,153,14,0
105,2019,2,South Korea,57744.8303,43077.0415,62953.6387,105694.4821,390166.9663,237369.071,173987.8498,,58669.4519,29250.3354,61916.9163,64558.5348,55679.1237,47755.6647,48011.382,42637.7143,56762.8427,17926.6219,61822.3163,52668.9325,53017.7594,76400.8616,24797.1192,13829.9342,45518.9515,54971.7461,62046.7464,59727.6621,60915.6866,52773.3257,59171.1617,93511.2579,45518.9515,60671.3219,61729.1185,63374.7791,52069.2652,53325.1959,35722.0992,53426.9965,55496.0558,63987.1851,69171.8803,47621.7218,106753.8319,72785.4919,54831.634,48209.3543,45999.3288,59113.2183,160153.7286,58940.3966,54956.8546,,,56213.8405,66626.1195,65922.1169,66636.0905,62183.6805,15035.7441,32674.9088,32833.0636,63824.1045,41445.05,61043.8344,48406.9701,46178.8291,58523.1095,87195.904,236500.0,41973.5366,58107.6534,59779.9919,58612.8554,34107.0562,792,380,370,31,3,1,7,0,403,4,118,123,84,32,32,10,389,4,137,110,61,46,23,8,150,142,124,83,74,74,98,47,150,642,423,150,30,23,16,369,201,110,93,9,10,166,140,253,28,200,5,632,66,0,0,25,52,20,45,3,22,123,29,640,123,643,26,89,61,8,2,3,629,204,506,82
106,2019,2,Taiwan,86230.5922,74729.0227,73731.9619,110814.4346,218499.1589,285021.1765,208673.0711,1687933.561,75859.2629,54336.2333,76784.103,78558.1191,78341.8547,78762.6036,44434.2863,77131.1362,92332.1331,28551.1293,82599.9435,101928.4968,93766.6909,88841.0401,105018.7911,149605.7236,62337.728,79007.8787,89943.8566,85178.0284,81134.7679,94939.5845,93766.7495,119629.5506,62337.728,89828.5623,97541.5594,81389.0401,79517.102,70633.2162,77255.3236,75881.1713,93861.0268,91504.4941,118218.9269,145824.2412,87959.9346,136326.3983,80341.5723,70152.9915,52597.7057,98772.5366,127546.1105,80096.9074,76130.3277,698890.9881,,111152.9908,81032.778,122841.1524,130203.6805,233161.616,,52998.3727,74645.2509,106851.9988,68263.5309,95529.6036,86608.1479,86251.6283,100479.3944,162190.1662,,38200.0,83806.7538,91239.6442,79562.0416,,637,16,506,98,8,3,5,1,240,1,56,81,42,30,19,11,397,8,98,120,85,58,23,5,79,94,83,66,63,124,90,38,79,558,307,194,29,11,17,330,183,72,40,6,6,82,90,274,40,143,8,547,199,3,0,18,17,7,59,3,0,231,61,345,222,394,21,101,31,12,0,1,492,374,263,0
107,2019,2,Hong Kong,133296.4035,81859.41,108434.7553,162886.3813,429261.6027,280018.875,326550.0,,131311.8888,94601.4023,123215.3782,125967.3916,146930.7973,128540.9416,180175.0811,47691.6909,134878.3609,93554.949,130437.8278,143825.7104,118882.1599,158831.3703,133592.5856,,108823.9765,122781.4496,129881.4936,106390.9965,126442.9114,123160.909,163860.1798,181429.4069,108823.9765,137406.9042,146972.3236,118307.4852,128477.9941,77817.4914,160746.1341,116920.125,144024.0034,134345.4275,158262.3447,262290.0086,,158799.373,130219.0753,118866.9646,90443.918,157693.4816,50421.7543,133974.2961,141432.8495,,,73296.3168,97955.9396,275539.786,141470.5905,132616.4016,,55049.1694,100139.3976,148470.1178,102949.5556,139492.4716,143901.6949,125613.0796,173798.0277,175294.7766,165234.3658,120862.0235,129626.8042,136677.2698,127396.7348,,690,14,401,265,6,2,2,0,304,11,75,73,73,52,16,4,386,14,107,115,76,55,19,0,97,86,68,59,67,115,141,57,97,593,382,161,24,10,16,308,188,96,92,6,0,67,150,314,4,152,3,623,173,0,0,8,15,7,48,4,0,78,81,531,127,549,14,47,44,18,4,2,575,436,254,0
108,2019,2,China,197435.8011,210205.3426,194848.5778,194436.4915,265879.7348,402046.1671,202368.8432,,183197.008,152164.1796,188258.305,197015.6216,200699.6073,165602.2387,68149.4294,52620.387,205244.6009,195647.1975,209203.6302,215839.7285,205650.4867,152300.4568,91618.3184,,160075.5976,205234.4902,244715.0235,208918.5259,278967.2463,299498.6347,231679.1425,324501.9122,160075.5976,239216.8797,256629.7154,196943.5753,219538.5587,416514.4694,161018.1125,175383.1485,235736.9995,239334.0794,343368.2308,322767.1497,164859.6987,284463.3545,173835.4612,150915.561,235039.207,216830.4572,111718.427,193625.6139,168986.9597,195611.7418,,193927.9865,150233.1047,129944.8238,224663.1365,,,134896.1244,147037.5533,234092.4543,140990.146,221223.9987,191836.1117,166125.2477,223102.5675,294994.6722,270452.2046,720235.6612,195689.025,198276.0058,184576.1426,,977,15,542,390,22,5,3,0,361,8,108,156,35,32,19,3,616,13,201,254,90,42,16,0,501,158,91,59,37,61,46,24,501,476,268,157,32,14,5,709,125,75,49,8,11,125,184,321,67,275,5,839,246,3,0,32,5,6,132,0,0,309,67,601,285,662,30,104,45,21,2,4,801,904,73,0
109,2019,2,Thailand,111658.2006,44954.8728,79799.2018,153251.1218,108179.9668,498258.384,11880.0,,110664.1061,87112.2618,98030.7822,125480.7736,105840.6978,135201.1369,31083.953,,112365.3491,64872.8775,118334.0935,113545.4744,114755.0687,104115.3364,123298.046,26250.0,94123.2087,114514.3794,96809.819,63727.4867,129196.3058,140764.9402,140465.5497,206476.36,94123.2087,117564.7718,114461.8646,126774.7764,101241.23,118203.8808,139575.5,108999.0995,105444.2648,120871.2438,134597.6776,415000.0,28000.0,122523.1091,103596.526,100629.4491,146798.4507,126035.5903,129181.9104,114136.0458,111545.4127,208442.3945,209110.0,75481.156,115160.0099,114995.166,122316.138,91257.6766,,51243.0995,110339.9882,130139.0362,92863.4737,117493.8653,167505.9703,98107.5619,142907.1598,104839.5318,128634.7336,68539.5906,113455.6435,126993.4959,92740.8734,,306,13,154,124,13,1,1,0,128,14,34,38,23,17,2,0,178,7,53,57,41,13,6,1,76,51,44,26,34,42,29,4,76,230,150,63,10,5,2,156,93,39,16,1,1,32,32,152,17,69,4,254,65,4,1,15,16,3,22,3,0,65,37,204,88,209,9,45,7,5,3,3,243,164,142,0
110,2019,2,Singapore,160552.926,51928.9115,105331.0751,169712.0839,255141.768,155333.3333,,,139690.497,74876.995,129552.6702,184612.3407,106722.5875,138396.6429,125845.8223,167966.6667,178993.4993,180759.0833,192727.1082,169556.6079,193503.3564,157358.1283,232084.9344,80561.8,139021.4297,159952.4696,162191.2557,166893.1031,225660.5705,176500.3723,138484.8592,106014.6122,139021.4297,169161.3346,154546.1959,187076.5467,165555.5524,139681.9235,288357.0574,163510.4083,155523.0227,165637.5788,155333.3333,64207.7546,,116300.1916,191685.9438,135112.7804,81000.0,186599.1141,214919.722,164691.052,186096.1257,,,62501.0441,169188.5697,,165645.3455,93334.832,,49118.651,83080.2712,184723.862,125690.1373,173497.8898,88302.1944,183878.0055,125838.2452,,,,161349.3091,169254.3812,137457.2268,,137,2,25,100,9,1,0,0,63,2,11,22,10,10,7,1,74,4,15,22,11,16,5,1,40,29,13,16,13,16,8,2,40,97,42,40,9,5,1,95,32,8,1,1,0,14,29,56,1,36,1,116,38,0,0,2,5,0,16,1,0,20,7,110,31,103,3,2,5,0,0,0,130,98,39,0
111,2019,2,Malaysia,108603.2022,28126.1851,83941.8345,121932.4202,299604.733,,167941.665,,110173.2563,84740.3367,100254.7153,115475.0831,125169.0082,102855.3758,85965.5759,145697.2453,107381.8996,50250.0,104130.3303,112831.3759,108519.9173,125476.8333,38344.5656,188908.3,88069.4927,125762.8504,117985.9011,150214.714,196989.2185,79262.0434,97595.8768,103878.2261,88069.4927,128781.2533,127164.1351,123214.5349,101869.9583,183479.2308,153316.3353,102937.7542,134311.4594,94082.269,112535.2975,278223.7043,103878.2261,119297.225,104281.3592,96030.8625,55871.1647,137443.5144,81769.9429,108772.3699,109145.053,,,128033.3104,102204.84,119911.7258,114194.6771,145668.4604,,57089.1255,63339.0012,129355.7503,84610.7926,119670.9686,50652.3271,117318.7915,88802.0459,163357.978,147170.5767,141000.0,107034.2609,119312.8039,77851.4154,,274,5,108,155,5,0,1,0,122,2,31,38,22,18,8,3,152,1,41,50,34,18,7,1,141,54,31,19,10,10,7,2,141,133,60,46,12,7,8,214,41,12,4,1,2,25,47,110,10,73,9,225,47,0,0,9,17,5,46,5,0,73,9,192,70,196,8,26,4,3,1,1,239,199,75,0
112,2019,2,Indonesia,124105.1949,58937.9497,91722.5362,132816.578,151800.8068,,479483.6557,,124075.7436,27734.7937,103636.3585,116347.7859,188111.0032,96398.7406,163268.725,,124133.5974,152786.7509,122469.0276,121966.9276,105449.1067,137229.0608,107971.1591,,106918.2177,111172.8332,124813.5849,167560.2001,81007.7971,246841.1013,156799.431,332213.2608,106918.2177,143351.419,159002.5221,123237.8282,223447.4739,122161.2531,61806.7838,114852.3929,114032.0929,430679.4569,815857.81,,,155338.7317,118076.0492,117067.9547,48839.8932,132440.7617,175858.4763,136972.7418,89371.6154,158000.0,,79898.6508,101232.6057,,99683.4446,82212.6429,,45676.7199,67807.758,139921.5002,130864.6008,118222.3148,92983.5588,112344.3972,,,,,124712.6597,124940.062,87132.952,,184,3,60,101,18,0,2,0,90,4,29,26,22,8,1,0,94,3,40,28,6,14,3,0,98,38,19,6,4,10,6,3,98,86,39,35,5,5,2,145,35,3,1,0,0,17,26,82,4,53,2,143,10,1,0,12,15,0,33,6,0,20,14,150,93,87,4,10,0,0,0,0,174,180,4,0
113,2019,2,Phillipines,100083.9137,16251.7533,78479.4974,116948.8169,139197.0954,254125.0,64848.2638,366444.0005,111938.1483,100275.5967,92829.7984,101818.8477,87006.6749,176966.8621,53943.6033,,91925.0398,175978.315,95026.3182,74568.7736,92911.7481,104076.6973,54772.8612,134785.525,92608.2747,111611.8504,64443.3529,80244.0916,186755.7563,104507.3637,165561.5725,109658.5707,92608.2747,105747.2579,100517.4438,105913.4223,141193.1513,32818.3179,94074.795,99898.3724,91546.3538,129754.577,203890.1604,,,110210.4895,98685.4031,94584.8048,123767.111,114247.0601,,109614.4328,165277.7215,,,66624.4838,115434.0124,257041.3632,113989.0672,62939.6,2050.0,48258.5423,55166.2355,107933.7438,104392.0447,99668.3247,54091.9058,69339.2633,140500.0,220165.981,,,101181.8986,108124.6649,88902.5707,,187,4,85,78,9,2,7,2,77,4,17,20,17,17,2,0,110,3,36,21,30,14,5,1,83,48,13,18,8,12,2,3,83,104,56,34,11,2,1,131,46,8,2,0,0,31,33,103,5,15,0,114,11,0,0,31,14,2,29,3,1,19,10,158,50,134,3,20,1,3,0,0,163,108,79,0
114,2019,2,Vietnam,89798.9459,30658.034,72433.0007,118540.4902,183544.928,53472.4007,257584.7056,,93754.1617,36614.0817,57817.5408,107542.8997,109836.8719,160630.0,102874.1928,,87023.4369,36157.6137,91196.6104,102872.0597,68704.9384,78077.7206,30826.7418,,75089.8292,130059.393,175415.4816,165500.3462,57444.6276,106769.4962,261400.0125,86730.5288,75089.8292,137095.3051,183367.2609,80996.9328,106071.5052,126208.9965,,78354.4095,178649.0851,234500.6072,,,115600.0,123655.5406,123385.557,65006.2854,72439.9249,99717.0632,61217.705,78723.7656,82920.8441,56400.0,48200.0,135558.4907,114222.3081,72287.1957,147704.2044,109478.855,,57383.5846,114636.585,125419.0641,64020.8675,127265.2421,89984.6401,110447.5994,147333.3333,,,,88146.529,82937.9249,105277.3543,,148,9,93,34,8,2,2,0,58,3,16,21,12,3,3,0,90,3,30,32,13,9,3,0,114,14,3,7,3,3,2,2,114,34,16,10,4,4,0,132,11,3,0,0,2,24,13,55,11,41,4,115,35,1,1,21,9,1,4,1,0,76,9,63,86,55,7,9,1,0,0,0,138,108,40,0
115,2019,2,India,127093.7539,,74119.821,134514.5757,161376.5613,115890.5495,36153.8291,,128265.984,,117070.2516,172842.2422,169635.5797,67210.0779,102417.0837,4917.3917,124344.9259,10352.3852,123016.8424,76019.3464,207321.981,25500.0,123000.0,,126144.8592,170212.2447,145314.605,,,121000.0,,96533.3333,126144.8592,142540.5234,,53333.3333,142909.9635,139401.1167,237295.8767,127093.7539,,,,,,139920.9886,100336.2805,136820.5933,,105525.0573,614700.18,130526.7301,210467.5871,,,71449.5777,132850.4788,141565.7217,164390.9449,204000.0,,18311.557,107533.0827,164343.8382,99032.1056,146103.4936,,153578.7987,126556.4581,133013.9,290121.808,3500.0,121811.3846,122071.385,182198.4334,,101,0,12,71,11,4,3,0,71,0,9,19,16,12,12,3,30,2,9,6,9,2,2,0,95,2,2,0,0,1,0,1,95,6,0,1,2,2,1,101,0,0,0,0,0,13,31,44,0,12,1,84,12,0,0,14,4,3,8,1,0,23,5,73,40,61,0,9,4,2,2,1,83,93,8,0
